alexa_lang,alexa_links_ins,alexa_load_time,alexa_rank,alexa_rank_dk,cms,external_links_count,facebook_share,has_analytics,has_description,has_keywords,html5,html5_tags,img_count,internal_links_count,server,title_tag,twitter_share,url,xhtml
,4,4,7,3,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.maduniverset.dk,0
0,,,7,,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.warp.dk,1
,4,3,7,4,11,3,0,1,0,0,0,0,4,2,1,1,0,http://www.dfi.dk,0
0,6,0,7,4,11,1,0,1,0,0,0,0,0,0,3,1,0,http://www.onekey.dk,0
,2,5,7,3,11,3,0,1,0,0,1,2,4,1,0,1,0,http://www.nickelodeon.dk,0
,4,2,5,2,11,2,0,1,0,1,1,0,4,0,1,1,0,http://www.home.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.curanetserver.dk,0
,6,0,7,4,11,3,0,1,0,1,0,0,3,0,1,1,0,http://www.ots.dk,0
,5,1,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.handelsbanken.dk,0
,4,2,4,2,11,1,0,1,0,1,1,0,4,1,1,1,0,http://www.just-eat.dk,0
0,4,3,6,4,9,3,0,1,0,0,0,0,2,0,3,1,0,http://www.magentohotel.dk,0
0,3,5,6,4,11,3,0,0,0,0,1,1,3,2,3,1,0,http://www.ticket.dk,1
0,,,7,4,11,2,0,0,0,0,0,0,4,3,6,1,0,http://www.racercv2.dk,0
,2,5,1,1,11,3,0,1,0,0,1,3,4,2,3,1,0,http://www.bt.dk,0
,3,5,3,1,11,3,0,0,0,0,1,3,4,1,3,1,0,http://www.b.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.bimg.dk,0
,5,1,4,2,11,2,0,0,0,1,0,0,1,0,22,1,0,http://www.e-boks.dk,0
0,6,0,7,4,11,3,0,1,0,0,0,0,4,1,3,1,0,http://www.nutv.dk,0
,4,3,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.motion-online.dk,0
,6,0,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mediavejviseren.dk,0
,5,1,7,4,3,3,0,0,0,1,1,0,4,0,22,1,0,http://www.novasol.dk,0
,5,1,7,3,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.123nu.dk,0
,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tax.dk,0
,4,3,7,4,11,3,0,1,0,1,0,0,4,3,0,1,0,http://www.babysam.dk,0
0,3,5,6,3,11,0,0,1,0,1,1,1,4,2,3,1,0,http://www.michaelwinkler.dk,0
,4,3,5,2,11,2,0,1,0,1,1,1,1,3,0,1,0,http://www.telia.dk,0
,5,1,7,4,5,2,0,1,0,0,0,0,4,0,22,1,0,http://www.bec.dk,0
0,5,1,7,4,11,2,0,0,0,0,0,0,1,0,3,1,0,http://www.nets-danid.dk,0
,4,3,6,4,11,3,0,1,0,1,0,0,4,1,8,1,0,http://www.euroman.dk,0
1,5,1,7,5,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.vvs-shoppen.dk,0
,4,4,7,4,11,3,0,1,0,1,1,0,4,0,22,1,0,http://www.idenyt.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.godpaaske.dk,0
0,5,1,7,4,11,1,0,1,0,0,0,0,2,0,1,1,0,http://www.curanet.dk,0
,4,2,7,3,11,1,0,0,0,0,0,0,2,1,22,1,0,http://www.himmerland.dk,0
1,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.bibnet.dk,0
,0,5,6,3,11,3,1,1,0,0,0,0,4,3,3,1,0,http://www.kanal5.dk,0
0,4,2,6,3,11,3,1,1,0,0,1,1,0,0,3,1,0,http://www.retardo.dk,0
,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.worldofwisdom.dk,0
,3,5,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.dansk-thai.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tavex.dk,0
0,4,4,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.xl-byg.dk,0
,4,2,7,4,11,3,0,1,0,0,0,0,3,0,3,1,0,http://www.mcdonalds.dk,0
0,,,7,4,11,2,0,0,0,0,0,0,2,0,1,0,0,http://www.findsmiley.dk,0
,4,2,7,3,11,3,0,1,0,0,1,3,4,0,1,1,0,http://www.scootergalleri.dk,0
0,4,3,7,3,11,2,0,1,0,0,1,1,1,0,1,1,0,http://www.smartleads.dk,0
,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.av-connection.dk,0
,5,1,5,2,11,1,0,0,0,1,0,0,0,0,1,1,0,http://www.lectio.dk,0
,3,5,7,4,3,3,0,1,0,0,0,0,3,0,3,1,0,http://www.tvmidtvest.dk,0
,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.altomdata.dk,0
,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.webbyen.dk,0
0,,,7,4,11,2,0,0,0,1,0,0,4,3,0,1,0,http://www.made4men.dk,0
,4,4,7,4,11,2,0,0,0,1,1,0,0,0,1,1,0,http://www.alka.dk,0
,4,3,4,2,11,2,0,0,0,0,0,0,4,3,1,1,0,http://www.postdanmark.dk,0
,4,2,5,3,11,1,0,1,0,0,0,0,3,3,1,1,0,http://www.sdu.dk,0
0,4,2,4,2,11,3,0,0,0,1,0,0,0,2,22,1,0,http://www.danskespil.dk,0
,4,3,7,4,11,3,0,1,0,0,1,0,4,0,22,1,0,http://www.teetime.dk,0
,4,2,7,4,3,2,0,1,0,0,0,0,1,1,1,1,0,http://www.lalandia.dk,0
,4,3,7,4,11,3,0,0,0,0,0,0,4,3,1,1,0,http://www.leasy.dk,0
1,4,2,7,5,11,1,0,0,0,1,0,0,4,3,8,1,0,http://www.streetammo.dk,0
0,5,1,7,4,11,2,0,1,0,0,1,0,2,3,1,1,0,http://www.hotfrog.dk,0
1,,,7,,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.logicnet.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,0,1,0,http://www.hostedshop.dk,0
,4,4,6,3,11,1,0,0,0,1,0,0,3,2,3,1,0,http://www.be2.dk,0
1,5,1,4,2,3,1,0,1,0,0,1,1,0,1,22,1,0,http://www.proff.dk,1
0,4,2,6,3,11,3,0,1,0,0,0,0,1,0,3,1,0,http://www.eromaxxx.dk,0
0,4,2,7,4,11,3,0,1,0,1,0,0,4,0,22,1,0,http://www.martins-koreskole.dk,0
1,5,1,7,3,11,1,0,0,0,1,0,0,1,0,1,1,0,http://www.retsinformation.dk,0
,3,5,7,4,3,3,0,1,0,1,0,0,4,3,3,1,0,http://www.feltet.dk,0
0,4,2,7,4,3,3,0,0,0,0,0,0,4,0,3,1,0,http://www.gamekeeper.dk,0
0,,,6,3,11,3,0,0,0,0,1,0,4,1,0,1,0,http://www.billetto.dk,0
,4,4,7,4,11,3,0,1,0,1,1,1,4,0,1,1,0,http://www.biva.dk,0
0,,,7,4,11,0,0,1,0,1,1,0,1,2,3,1,0,http://www.skeem.dk,0
0,4,4,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.e-cart.dk,0
,,,7,4,11,0,0,1,0,1,1,0,4,3,3,1,0,http://www.cykelshoppen.dk,0
0,,,7,4,11,0,0,1,0,0,1,2,3,3,3,1,0,http://www.seonorden.dk,0
1,3,5,7,4,11,3,0,1,0,1,1,3,4,0,0,1,0,http://www.news.dk,0
1,4,3,7,3,11,3,0,0,0,0,0,0,1,2,1,1,0,http://www.superbest.dk,0
,5,1,7,4,11,0,0,1,0,1,0,0,1,0,1,1,0,http://www.fof.dk,0
,4,2,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.hyggestedet.dk,0
,5,1,3,1,11,3,0,0,0,0,0,0,3,1,1,1,0,http://www.nordea.dk,0
0,,,7,4,7,1,1,0,0,1,1,1,1,0,3,1,0,http://www.typo3cms.dk,0
,4,3,7,4,3,3,0,1,0,1,1,1,1,0,3,1,0,http://www.sparkron.dk,0
,5,1,6,3,11,3,0,1,0,0,1,1,4,2,1,1,0,http://www.dbu.dk,0
,6,0,7,4,11,3,0,0,0,0,0,0,4,0,1,1,0,http://www.naestved.dk,0
0,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.redcoon.dk,0
0,5,1,7,4,11,1,0,0,0,0,0,0,0,0,1,1,0,http://www.miljoeportal.dk,0
,3,5,2,1,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.jp.dk,0
0,5,1,4,2,11,2,0,1,0,1,0,0,2,0,0,1,0,http://www.e-pages.dk,0
,4,2,4,2,3,1,0,0,0,1,1,0,0,0,3,1,0,http://www.degulesider.dk,0
,4,2,7,4,11,3,0,1,0,1,1,0,3,0,3,1,0,http://www.datamarked.dk,0
1,4,2,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.dda.dk,0
0,6,0,6,,11,0,0,0,0,0,1,0,0,0,3,1,0,http://www.pattern.dk,0
0,4,3,7,4,11,3,0,0,0,1,1,1,4,0,1,1,0,http://www.bubbleroom.dk,0
,4,2,6,3,3,1,0,0,0,1,0,0,3,1,1,1,0,http://www.foetex.dk,0
,4,3,6,3,11,2,0,1,0,1,0,0,4,3,1,1,0,http://www.recordere.dk,0
,3,5,5,3,11,3,0,0,0,0,0,0,4,3,3,1,0,http://www.aok.dk,0
,6,0,6,4,3,3,0,0,0,0,0,0,4,0,1,1,0,http://www.lifdk.dk,0
,4,2,5,2,11,3,0,1,0,0,0,0,4,3,1,1,0,http://www.min-mave.dk,0
1,5,1,5,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mpsoftware.dk,0
,5,1,6,3,11,3,0,0,0,1,0,0,3,0,3,1,0,http://www.nordnet.dk,0
0,6,0,6,4,11,2,0,1,0,0,0,0,4,3,3,1,0,http://www.voksenlisten.dk,0
,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.politi.dk,0
1,5,1,6,3,11,2,0,1,0,1,1,2,4,0,1,1,0,http://www.rejsekort.dk,0
1,0,5,7,4,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.udeoghjemme.dk,0
,4,3,5,2,11,2,0,0,0,0,0,0,2,0,22,1,0,http://www.telenor.dk,0
,4,3,7,3,3,2,0,1,0,0,0,0,1,0,22,1,0,http://www.andelskassen.dk,0
,6,0,7,4,11,1,0,0,0,0,0,0,3,0,1,1,0,http://www.superbrugsen.dk,0
0,,,7,4,11,2,1,0,0,1,0,0,4,3,3,1,0,http://www.lampeexperten.dk,0
0,5,1,7,,11,3,0,1,0,0,0,0,4,2,3,1,0,http://www.europenews.dk,0
0,4,2,6,3,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.dustin.dk,0
,5,1,7,4,5,2,0,0,0,0,1,2,3,0,1,1,0,http://www.dynamicweb.dk,0
0,4,4,7,4,11,3,1,1,0,0,0,0,4,0,3,1,0,http://www.spartoo.dk,0
,4,2,7,4,11,0,0,1,0,1,0,0,2,2,3,1,0,http://www.babyklar.dk,0
0,5,1,6,3,11,2,0,1,0,0,0,0,3,0,3,1,0,http://www.madlog.dk,0
1,3,5,5,2,11,1,0,1,0,1,0,0,3,0,1,1,0,http://www.firstdate.dk,0
0,,,7,4,11,0,0,1,0,0,0,0,2,2,0,1,0,http://www.sproget.dk,0
1,6,0,7,3,11,0,0,1,0,0,0,0,2,0,3,1,0,http://www.sexnu.dk,0
0,,,6,3,11,0,0,1,0,0,1,0,4,2,3,1,0,http://www.lifeconsulting.dk,0
0,,,7,4,11,0,0,1,0,0,1,0,1,1,3,1,0,http://www.seonord.dk,0
,4,3,4,2,11,1,0,0,0,1,0,0,4,3,3,1,0,http://www.elgiganten.dk,0
0,4,2,7,4,9,3,0,0,0,0,0,0,4,1,3,1,0,http://www.npinvestor.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.bj-trading.dk,0
0,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.faceup.dk,0
0,3,5,5,,11,3,0,0,0,1,0,0,0,0,3,1,0,http://www.mentorportal.dk,0
,3,5,7,4,11,3,0,0,0,0,1,3,4,0,3,1,0,http://www.berlingske.dk,0
0,,,7,4,11,3,1,1,0,0,0,0,4,3,0,1,0,http://www.senest.dk,0
0,,,6,4,11,3,0,1,0,1,1,0,2,0,0,1,0,http://www.reaktion.dk,0
5,6,0,6,,11,0,0,0,0,1,1,1,0,0,1,1,0,http://www.iqtest.dk,0
,6,0,7,,11,0,0,0,0,1,0,0,0,0,3,1,0,http://www.chruker.dk,0
,4,3,7,4,11,2,0,0,0,0,0,0,4,0,1,1,0,http://www.djs.dk,0
,5,1,4,2,11,3,0,1,0,1,0,0,4,1,3,1,0,http://www.webhosting.dk,0
0,,,7,4,11,0,0,1,0,0,0,0,3,1,3,1,0,http://www.onlinepartners.dk,0
0,,,7,,11,3,0,1,0,1,1,0,4,0,1,1,0,http://www.boligmap.dk,0
,3,5,6,3,9,3,0,1,0,1,1,1,4,2,3,1,0,http://www.taenk.dk,0
,3,5,7,4,11,1,0,0,0,1,1,0,1,3,3,1,0,http://www.mrjet.dk,0
0,6,0,7,4,11,2,0,1,0,0,0,0,4,0,3,1,0,http://www.escort4.dk,0
1,5,1,0,0,11,1,0,0,0,0,0,0,0,1,10,1,0,http://www.google.dk,0
0,,,7,4,1,1,0,1,0,0,1,2,0,0,1,1,0,http://www.wiseo.dk,0
,4,2,6,4,11,2,0,0,0,0,1,0,3,0,1,1,0,http://www.dst.dk,0
,3,5,7,4,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.oestrogen.dk,0
,4,3,7,4,3,2,0,1,0,0,1,1,2,0,1,1,0,http://www.domstol.dk,0
0,,,7,4,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.sovedyret.dk,0
0,4,2,7,4,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.koreprovebooking.dk,0
0,,,6,3,11,0,0,1,0,0,1,0,3,1,6,1,0,http://www.a-kasseoversigt.dk,0
,5,1,7,5,11,2,0,0,0,0,0,0,2,0,1,1,0,http://www.htk.dk,1
0,4,3,7,4,11,3,0,1,0,0,1,2,4,0,1,1,0,http://www.hundegalleri.dk,0
1,5,1,6,3,3,3,1,1,0,0,1,0,4,0,0,1,0,http://www.mmm.dk,0
0,,,7,,11,3,0,1,0,0,0,0,0,0,3,1,0,http://www.omfirma.dk,1
,5,1,7,4,3,3,0,1,0,0,0,0,3,0,3,1,0,http://www.almbrand.dk,0
1,6,0,7,,11,0,0,0,0,0,0,0,0,0,2,1,0,http://www.pivpiv.dk,0
0,,,7,4,11,1,1,1,0,0,0,0,4,2,3,1,0,http://www.spotdeal.dk,0
,4,2,5,3,11,3,0,1,0,1,0,0,4,2,8,1,0,http://www.pcworld.dk,0
0,2,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.godhumor.dk,0
,5,1,7,4,11,0,0,1,0,1,0,0,4,3,3,1,0,http://www.kultunaut.dk,0
0,,,7,4,11,2,0,1,0,0,1,0,2,0,1,1,0,http://www.ikanobank.dk,0
,5,1,5,2,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.side6.dk,0
0,4,4,7,5,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.wannafindserver.dk,0
1,5,1,3,5,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.autohits.dk,0
,4,2,6,3,11,3,0,1,0,1,1,0,4,2,1,1,0,http://www.matas.dk,0
0,,,7,4,11,0,0,1,0,1,0,0,0,0,0,1,0,http://www.openhours.dk,0
0,3,5,7,,11,1,0,1,0,0,0,0,4,3,3,1,0,http://www.hverdagogfamilie.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.l-living.dk,0
1,5,1,6,3,11,3,0,0,0,1,0,0,4,0,3,1,0,http://www.wannafind.dk,0
0,4,3,6,3,11,2,0,1,0,0,1,0,4,3,3,1,0,http://www.callme.dk,0
1,,,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mx.dk,0
,4,2,6,4,11,3,0,0,0,0,0,0,4,0,1,1,0,http://www.lomax.dk,0
0,4,3,6,3,3,2,1,1,0,0,1,2,4,3,3,1,0,http://www.vislo.dk,0
0,5,1,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.webbies.dk,0
0,4,2,7,4,11,1,0,1,0,0,1,1,4,3,1,1,0,http://www.iphonegadget.dk,0
1,4,3,7,5,11,0,0,1,0,0,0,0,3,1,22,1,0,http://www.sparhobro.dk,0
0,5,1,7,3,11,1,0,1,0,1,0,0,0,0,22,1,0,http://www.clubmatas.dk,0
,4,2,7,3,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.elevplan.dk,0
,3,5,7,4,11,3,0,1,0,0,1,1,2,0,8,1,0,http://www.jobworld.dk,0
,2,5,7,4,11,2,0,1,0,0,0,0,1,0,22,1,0,http://www.citroen.dk,0
1,5,1,5,3,11,3,0,0,0,0,0,0,4,0,1,1,0,http://www.itu.dk,0
0,4,2,7,4,11,3,0,1,0,0,1,1,4,0,3,1,0,http://www.zooplus.dk,0
0,5,1,7,3,11,0,0,0,0,0,0,0,0,0,6,1,0,http://www.hpibajafan.dk,0
0,,,7,4,5,2,0,1,0,0,0,0,0,0,1,1,0,http://www.fribikeshop.dk,0
,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.sportigan.dk,0
,4,2,7,4,11,0,0,1,0,0,0,0,1,2,22,1,0,http://www.froes.dk,0
,5,1,6,3,11,2,0,1,0,1,1,0,4,0,3,1,0,http://www.fakta.dk,0
,,,7,4,7,3,0,1,0,0,0,0,4,0,3,1,0,http://www.byggecentrum.dk,0
0,,,7,4,11,1,0,1,0,0,0,0,4,3,3,1,0,http://www.oplevelsesgaver.dk,0
,5,1,6,4,11,2,0,1,0,0,0,0,2,0,14,1,0,http://www.e-campus.dk,0
0,5,1,7,4,11,1,0,1,0,1,1,0,4,2,3,1,0,http://www.libo.dk,0
0,5,1,6,,11,2,1,0,0,1,0,0,4,0,1,1,0,http://www.mymovies.dk,0
0,4,2,7,4,3,2,0,0,0,0,0,0,4,2,3,1,0,http://www.ivaekst.dk,0
0,6,0,6,4,11,3,0,1,0,0,0,0,4,0,1,1,0,http://www.waoo.dk,0
0,,,7,,11,3,0,1,0,1,0,0,0,0,3,1,0,http://www.udklaedning.dk,0
1,4,3,7,4,11,0,0,1,0,0,0,0,4,3,1,1,0,http://www.billigespil.dk,0
,5,1,7,4,11,1,0,1,0,0,0,0,2,1,1,1,0,http://www.krifa.dk,0
,4,3,6,3,11,3,0,1,0,1,0,0,4,3,16,1,0,http://www.magasin.dk,0
0,2,5,6,3,11,3,0,0,0,1,0,0,4,0,3,1,0,http://www.rejseliv.dk,0
,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.holdet.dk,0
,4,3,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.flatpanels.dk,0
,3,5,6,4,11,3,0,0,0,1,0,0,4,0,0,1,0,http://www.unisport.dk,0
,5,1,7,4,11,2,0,0,0,0,0,0,0,0,3,1,0,http://www.psychedelia.dk,0
,5,1,7,4,11,3,0,0,0,0,0,0,4,0,22,1,0,http://www.tv2bornholm.dk,0
,4,2,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.danskelinks.dk,0
0,5,1,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.fotostart.dk,0
0,5,1,7,4,11,0,0,1,0,0,0,0,1,0,1,1,0,http://www.dukapc.dk,0
0,4,4,7,4,11,2,0,0,0,1,0,0,4,0,1,1,0,http://www.iihnordic.dk,0
,4,3,7,4,11,2,0,0,0,1,0,0,4,0,1,1,0,http://www.canon.dk,0
,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.dof.dk,0
,6,0,7,4,11,2,0,1,0,0,0,0,1,2,15,0,0,http://www.dsn.dk,0
,,,7,4,11,0,0,0,0,1,0,0,4,3,3,1,0,http://www.cleanxpert.dk,0
,5,1,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.chart.dk,0
1,,,7,4,11,3,0,1,0,1,0,0,2,0,3,1,0,http://www.ivaerksaetteren.dk,0
,5,1,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.kandu.dk,0
1,,,7,,11,2,0,0,0,0,1,2,0,0,3,1,0,http://www.rt16.dk,0
,5,1,7,4,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.sst.dk,0
,4,2,7,4,11,2,0,1,0,0,0,0,4,0,22,1,0,http://www.spillehallen.dk,0
,5,1,3,1,11,1,0,1,0,1,0,0,1,0,22,0,0,http://www.skat.dk,0
1,4,4,7,4,11,2,0,1,0,1,1,0,4,3,16,1,0,http://www.veromoda.dk,0
0,,,5,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.kabelmix.dk,0
,3,5,7,4,3,3,0,0,0,0,0,0,3,2,3,1,0,http://www.rejse-guide.dk,0
,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.spekulant.dk,0
,3,5,6,3,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.indkast.dk,0
0,4,2,7,4,11,1,0,1,0,0,0,0,4,2,3,1,0,http://www.huskhaven.dk,0
1,5,1,7,,11,0,0,1,0,0,1,0,0,0,3,1,0,http://www.solitude.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.dendigitaleportal.dk,0
,,,7,4,11,0,1,0,0,0,0,0,0,2,3,1,0,http://www.hrcr.dk,0
0,4,3,6,3,11,2,0,1,0,1,0,0,4,0,22,1,0,http://www.nordicbet.dk,0
1,4,3,4,2,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.rejseplanen.dk,0
,4,3,7,4,11,2,0,1,0,0,1,0,4,2,3,1,0,http://www.lorry.dk,0
0,6,0,7,4,11,3,0,0,0,0,0,0,4,0,1,1,0,http://www.lokaltindblik.dk,0
,4,2,7,4,2,1,0,1,0,0,0,0,3,0,1,1,0,http://www.gemoneybank.dk,0
1,4,2,7,,11,2,0,0,0,0,0,0,1,0,1,1,0,http://www.realmadrid.dk,0
,4,4,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mja.dk,0
0,4,3,6,3,11,2,0,0,0,1,1,1,2,0,1,1,0,http://www.oister.dk,0
1,3,5,7,3,11,1,1,0,0,0,1,0,2,0,0,1,0,http://www.holdsport.dk,0
,3,5,6,3,11,2,0,1,0,0,0,0,4,3,1,1,0,http://www.sondagsavisen.dk,0
0,4,3,5,2,11,3,0,1,0,0,0,0,2,2,3,1,0,http://www.denstoredanske.dk,0
0,3,5,7,,9,3,0,1,0,0,0,0,4,0,0,1,0,http://www.internationalcommunity.dk,0
0,5,1,7,4,11,2,0,0,0,1,0,0,1,0,3,1,0,http://www.kvistgaardvejr.dk,0
,6,0,7,4,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.toolworld.dk,0
,4,2,5,2,11,2,0,1,0,0,0,0,4,0,1,1,0,http://www.thansen.dk,0
,4,4,5,2,3,2,0,0,0,1,1,1,2,0,2,1,0,http://www.rosbo.dk,0
0,5,1,7,4,9,1,0,0,0,0,1,0,1,0,3,1,0,http://www.netbooster.dk,0
0,4,2,6,3,11,3,0,1,0,0,1,1,4,0,1,1,0,http://www.itvang.dk,0
0,,,7,4,11,3,0,1,0,1,0,0,4,0,22,1,0,http://www.sommerhusedanmark.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.borgerservice.dk,0
1,5,1,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.nobrain.dk,0
,4,2,7,4,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.carl-ras.dk,0
,5,1,7,4,11,3,0,1,0,1,1,1,2,0,1,1,1,http://www.kglteater.dk,0
,4,3,3,1,11,1,0,0,0,1,1,0,0,0,3,1,0,http://www.krak.dk,0
0,4,2,6,4,11,2,1,0,0,0,1,2,4,3,7,1,0,http://www.coolstuff.dk,0
0,,,7,4,11,1,0,1,0,0,1,1,2,0,0,1,0,http://www.easy-ads.dk,0
,4,2,6,3,11,2,0,1,0,0,1,0,1,0,22,1,0,http://www.sparnord.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mingraviditet.dk,0
0,3,5,7,4,11,3,0,1,0,1,0,0,4,2,3,1,0,http://www.levlykkeligt.dk,0
0,6,0,6,4,11,2,0,0,0,1,1,0,4,0,3,1,0,http://www.adservicemedia.dk,0
0,4,2,7,4,11,1,0,1,0,0,1,1,4,3,0,1,0,http://www.piopio.dk,0
1,4,4,7,4,11,3,0,1,0,0,1,0,3,0,1,1,0,http://www.bolig.dk,0
0,,,7,4,11,1,0,0,0,1,0,0,4,3,3,1,0,http://www.leonits.dk,0
,4,2,7,4,11,3,0,0,0,0,0,0,2,3,1,1,0,http://www.randers.dk,0
0,5,1,5,2,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tilbudonline.dk,0
0,3,5,6,3,11,0,0,0,0,1,1,1,1,2,3,1,0,http://www.powerpatch.dk,0
,4,3,7,4,3,3,0,1,0,1,0,0,4,0,1,1,0,http://www.mobildebat.dk,0
,6,0,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.escortguide.dk,0
0,4,3,6,3,11,1,0,1,0,0,0,0,1,1,3,1,0,http://www.118.dk,0
,4,2,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.overgaard.dk,0
0,5,1,7,,11,0,0,1,0,1,0,0,0,1,3,1,0,http://www.linkex.dk,0
0,5,1,7,4,3,3,0,1,0,1,0,0,0,0,3,1,0,http://www.wayf.dk,0
0,,,7,4,11,1,0,1,0,0,0,0,4,2,3,1,0,http://www.nikolajmogensen.dk,0
,4,4,5,3,11,2,0,1,0,0,1,2,2,0,1,1,0,http://www.danbolig.dk,0
1,4,2,4,,11,3,0,0,0,0,0,0,2,0,1,1,0,http://www.eurostart.dk,0
,5,1,6,3,5,2,0,0,0,0,0,0,4,0,1,1,0,http://www.sygeforsikring.dk,0
0,4,3,7,4,11,3,1,1,0,0,0,0,4,0,3,1,0,http://www.akutbolig.dk,0
,4,2,5,3,11,3,0,0,0,0,0,0,4,0,1,1,0,http://www.proshop.dk,0
,4,4,6,3,3,3,0,0,0,1,0,0,4,1,1,1,0,http://www.fdm-travel.dk,0
0,,,7,3,11,1,0,1,0,0,0,0,0,1,3,1,0,http://www.webtuner.dk,0
,4,2,6,4,1,1,0,1,0,1,1,0,4,3,1,1,0,http://www.scannet.dk,0
0,4,3,5,3,11,3,0,0,0,1,0,0,4,0,3,1,0,http://www.tripadvisor.dk,0
0,4,3,6,3,11,0,0,0,0,1,0,0,0,0,22,1,0,http://www.vistaprint.dk,0
0,,,7,4,11,0,0,0,0,0,1,0,0,1,2,1,0,http://www.salesboost.dk,0
,4,2,4,2,11,3,1,0,0,0,1,1,4,1,3,1,0,http://www.boligportal.dk,0
0,,,7,4,11,1,0,0,0,0,0,0,4,0,22,1,0,http://www.dansk777.dk,0
,6,0,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.ilva.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.wadschier.dk,0
0,,,7,4,11,3,0,1,0,0,0,0,3,2,1,1,0,http://www.vildmedvin.dk,0
0,,,7,4,3,2,0,1,0,1,1,1,4,1,1,1,0,http://www.studentum.dk,0
